name;atfd;laa;fdp
org.apache.tools.ant.taskdefs.optional.http.HttpTask:701;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:719;1;0.875;1
org.apache.tools.ant.taskdefs.optional.http.HttpTask:747;3;0.625;2
org.apache.tools.ant.taskdefs.optional.http.HttpTask:779;2;0.5;1
org.apache.tools.ant.taskdefs.optional.http.HttpTask:791;1;0.6666667;1
org.apache.tools.ant.taskdefs.optional.http.HttpTask:813;2;0.6;2
org.apache.tools.ant.taskdefs.optional.http.HttpTask:846;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:856;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:887;3;0.6666667;3
org.apache.tools.ant.taskdefs.optional.http.HttpTask:913;1;0.5;1
org.apache.tools.ant.taskdefs.optional.http.HttpTask:935;3;0.6666667;2
org.apache.tools.ant.taskdefs.optional.http.HttpTask:985;3;0.625;2
org.apache.tools.ant.taskdefs.optional.http.HttpTask:1020;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:1035;5;0.6666667;2
org.apache.tools.ant.taskdefs.optional.http.HttpTask:1086;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:1102;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:1120;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:1129;3;0.5714286;2
org.apache.tools.ant.taskdefs.optional.http.NullOutputStream:73;0;-1.0;0
org.apache.tools.ant.taskdefs.optional.http.NullOutputStream:84;0;-1.0;0
org.apache.tools.ant.taskdefs.optional.http.NullOutputStream:97;0;-1.0;0
org.apache.tools.ant.taskdefs.optional.http.SetProxy:98;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.SetProxy:108;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.SetProxy:119;0;1.0;0
