name;atfd;laa;fdp
android.animation.AnimatorSet:719;0;-1.0;0
android.animation.AnimatorSet:723;0;-1.0;0
android.animation.AnimatorSet:738;7;0.6111111;5
android.animation.AnimatorSet:884;2;0.6666667;2
android.animation.AnimatorSet:901;1;0.6666667;1
android.animation.AnimatorSet:995;2;0.71428573;2
android.animation.AnimatorSet:1015;2;0.71428573;2
android.animation.AnimatorSet:1035;2;0.6666667;2
android.animation.AnimatorSet:1055;1;0.75;1
android.animation.DoubleEvaluator:38;0;1.0;0
android.animation.FloatEvaluator:38;0;1.0;0
android.animation.FloatKeyframeSet:44;1;0.5;1
android.animation.FloatKeyframeSet:49;1;0.85714287;1
android.animation.FloatKeyframeSet:60;7;0.72;3
android.animation.IntEvaluator:38;0;1.0;0
android.animation.IntKeyframeSet:44;1;0.5;1
android.animation.IntKeyframeSet:49;1;0.85714287;1
android.animation.IntKeyframeSet:60;7;0.72;3
android.animation.Keyframe:73;0;1.0;0
android.animation.Keyframe:89;0;1.0;0
android.animation.Keyframe:105;0;1.0;0
android.animation.Keyframe:121;0;1.0;0
android.animation.Keyframe:137;0;1.0;0
android.animation.Keyframe:153;0;1.0;0
android.animation.Keyframe:164;0;1.0;0
android.animation.Keyframe:173;0;-1.0;0
android.animation.Keyframe:180;0;-1.0;0
android.animation.Keyframe:188;0;1.0;0
android.animation.Keyframe:198;0;1.0;0
android.animation.Keyframe:208;0;1.0;0
android.animation.Keyframe:218;0;1.0;0
android.animation.Keyframe:229;0;1.0;0
android.animation.Keyframe:234;0;-1.0;0
android.animation.Keyframe:253;0;1.0;0
android.animation.Keyframe:257;0;1.0;0
android.animation.Keyframe:263;3;0.4;2
android.animation.Keyframe:292;0;1.0;0
android.animation.Keyframe:296;0;1.0;0
android.animation.Keyframe:300;2;0.6666667;1
android.animation.Keyframe:308;3;0.4;2
android.animation.Keyframe:336;0;1.0;0
android.animation.Keyframe:340;0;1.0;0
android.animation.Keyframe:344;2;0.6666667;1
android.animation.Keyframe:352;3;0.4;2
android.animation.KeyframeSet:50;1;0.8;1
android.animation.KeyframeSet:65;1;0.8;1
android.animation.KeyframeSet:80;1;0.9;1
android.animation.KeyframeSet:112;1;0.8;1
android.animation.KeyframeSet:135;0;1.0;0
android.animation.KeyframeSet:140;1;0.85714287;1
android.animation.KeyframeSet:163;5;0.6875;3
android.animation.LayoutTransition:229;0;1.0;0
android.animation.LayoutTransition:247;0;1.0;0
android.animation.LayoutTransition:275;0;1.0;0
android.animation.LayoutTransition:301;0;1.0;0
android.animation.LayoutTransition:329;0;1.0;0
android.animation.LayoutTransition:352;0;1.0;0
android.animation.LayoutTransition:372;0;1.0;0
android.animation.LayoutTransition:394;0;1.0;0
android.animation.LayoutTransition:422;0;1.0;0
android.animation.LayoutTransition:467;0;1.0;0
android.animation.LayoutTransition:493;0;1.0;0
android.animation.LayoutTransition:521;4;0.5;1
android.animation.LayoutTransition:569;4;0.7777778;1
android.animation.LayoutTransition:604;0;1.0;0
android.animation.LayoutTransition:611;0;1.0;0
android.animation.LayoutTransition:627;4;0.5;1
android.animation.LayoutTransition:646;0;1.0;0
android.animation.LayoutTransition:669;0;1.0;0
android.animation.LayoutTransition:687;0;1.0;0
android.animation.LayoutTransition:707;0;1.0;0
android.animation.LayoutTransition:731;0;1.0;0
android.animation.LayoutTransition:750;0;1.0;0
android.animation.LayoutTransition:763;0;1.0;0
android.animation.LayoutTransition:782;0;1.0;0
android.animation.LayoutTransition:792;0;1.0;0
android.animation.LayoutTransition:804;0;1.0;0
android.animation.LayoutTransition:815;0;1.0;0
android.animation.LayoutTransition:835;0;-1.0;0
android.animation.LayoutTransition:848;0;-1.0;0
android.animation.ObjectAnimator:68;2;0.7777778;1
android.animation.ObjectAnimator:91;0;1.0;0
android.animation.ObjectAnimator:104;2;0.8333333;2
android.animation.ObjectAnimator:162;1;0.8;1
android.animation.ObjectAnimator:183;1;0.8;1
android.animation.ObjectAnimator:206;2;0.71428573;1
android.animation.ObjectAnimator:229;2;0.6666667;2
android.animation.ObjectAnimator:238;2;0.6666667;2
android.animation.ObjectAnimator:249;2;0.6666667;2
android.animation.ObjectAnimator:260;2;0.6666667;2
android.animation.ObjectAnimator:271;7;0.36363637;5
android.animation.ObjectAnimator:298;2;0.71428573;2
android.animation.ObjectAnimator:320;0;1.0;0
android.animation.ObjectAnimator:331;0;1.0;0
android.animation.ObjectAnimator:341;1;0.8;1
android.animation.ObjectAnimator:353;2;0.6666667;2
android.animation.ObjectAnimator:362;2;0.6666667;2
android.animation.ObjectAnimator:383;2;0.71428573;2
android.animation.ObjectAnimator:392;0;1.0;0
android.animation.PropertyValuesHolder:134;0;1.0;0
